"EVENT"
"Haematocrit"
"O_Total bilirubin level, blood"
"Creatinine level 240min, blood"
"Ciclosporin level, blood"
"O_Ciclosporin level, blood"
"O_Immunodeficiency panel, blood"
"Jo-1 antibody (immunoblot), blood"
"ANCA pattern titre, blood"
"Yo Ab level, blood"
"rAra h 1 peanut f422 IgE level, blood"
"Platelet glycoprotein Ib, blood"
"Albumin level, blood"
"O_Albumin level, blood"
"pH Urine Dipstick"
"rAra h 3 peanut f424 IgE level, blood"
"Potato IgE level, blood"
"CD62L shedding"
"O_Potato IgE level, blood"
"Inorganic phosphate level, blood"
"O_Inorganic phosphate level, blood"
"rAra h 9 peanut f427 IgE level, blood"
"Rape pollen IgE level, blood"
"NPM1, blood"
"O_Rape pollen IgE level, blood"
"O_Gastrin level, blood"
"O_Urea and electrolytes, blood"
"Shrimp IgE level, blood"
"Wasp venom IgE level, blood"
"Levetiracetam level, blood"
"O_Shrimp IgE level, blood"
"O_Wasp venom IgE level, blood"
"O_Levetiracetam level, blood"
"Melon IgE level, blood"
"Neutrophil %, blood"
"O_Melon IgE level, blood"
"rGly m 4 soy f353 IgE level, blood"
"Desmethylclobazam level, blood"
"Factor VIII level chromogenic, blood"
"Phenobarbitone level, blood"
"zzzOxalate:creatinine ratio, urine"
"Aldosterone level 240min, plasma"
"EJ antibody (immunoblot), blood"
"O_Thyroglobulin level, blood"
"Gluten IgE level, blood"
"O_Gluten IgE level, blood"
"ACTH level 45min, plasma"
"O_ACTH pre-15min, blood"
"Troponin I level, serum"
"Sodium level 240min, blood"
"Cucumber IgE, blood"
"Fondaparinux level, blood"
"Glucose level 90min, plasma"
"O_Cucumber IgE, blood"
"O_Troponin I level, blood"
"Protein (dipstick), urine"
"Blast cell count, blood"
"Thyroglobulin Ab level, serum"
"Lymphocyte count by flow cytometry"
"Tubular reabsorption phosphate"
"C-peptide level 0min, blood"
"Non-HDL cholesterol, blood"
"Free protein S level, blood"
"Cacao (chocolate) IgE level, blood"
"O_Cacao (chocolate) IgE level, blood"
"pCO2(T)c"
"O_Bilirubin level, blood"
"Liver and kidney microsomal Ab"
"Hu Ab level, blood"
"Amoxycilloyl IgE level, blood"
"O_Amoxycilloyl IgE level, blood"
"Platelet ADP level, blood"
"Bile acid level, blood"
"O_Bile acid level, blood"
"Glucose level 60min, serum"
"Lipoprotein (a) level, blood"
"O_Lipoprotein (a) level, blood"
"CD4 Naïve T Cells, blood"
"ACTH level 90min, plasma"
"Budgerigar serum IgG Ab level, blood"
"Caged bird feathers IgE level, blood"
"O_Caged bird feathers IgE level, blood"
"Cortisol pre-15min, serum"
"rAra h 2 peanut f423 IgE level, blood"
"THSD7A Ab, blood"
"Day 1 ACTH level, plasma"
"O_Cardiolipin Ab level, blood"
"Haemophilus influenzae B Ab level, blood"
"IgA Kappa Heavy Chain Measurement, blood"
"O_Myelin associated glycoprotein Abblood"
"Lentil IgE level, blood"
"O_Lentil IgE level, blood"
"House dust mite IgE level, blood"
"O_House dust mite IgE level, blood"
"Urea level, dialysate"
"BRAF Mutation Analysis"
"rVes v5 wasp i209 IgE level, blood"
"O_Urea level, dialysate"
"O_17alphahydroxyprogesterone level,blood"
"Rheumatoid factor activity, blood"
"Canary Ab level, blood"
"Calculated LDL cholesterol level, blood"
"GABAB antibody, serum"
"Collagen and ADP platelet func, blood"
"rVes v1 wasp i211 IgE level, blood"
"IGF-1 level 0min, blood"
"CD8 Naïve T Cells, blood"
"Date IgE level, blood"
"O_Date IgE level, blood"
"Myelin associated glycoprotein Ab, blood"
"O_Cockatiel Ab level, blood"
"Testosterone level, serum"
"Endomysial IgA Ab level, blood"
"vWF collagen binding level, blood"
"Cortisol level 30min, serum"
"O_vWF collagen binding level, blood"
"O_Endomysial IgA Ab level, blood"
"r Gly m 5 soy f431 IgE level, blood"
"Edoxaban level, blood"
"Glucose level 60min, plasma"
"Blood Ketones, POC"
"Protein electrophoresis, blood"
"O_Protein electrophoresis, blood"
"Gentamicin level, blood"
"O_Gentamicin level, blood"
"Cortisol level 45min, serum"
"Egg IgE level, blood"
"Blast cell %, blood"
"CA-15-3 level, blood"
"O_CA-15-3 level, blood"
"ACTH level 120min, plasma"
"Creatinine"
"Procalcitonin level, blood"
"r Gly m 6 soy f432 IgE level, blood"
"ACTH level 15min, plasma"
"Elastase 1 level, faeces"
"O_Elastase 1 level, faeces"
"O_Urine Metadrenalines"
"NMDA receptor antibody, blood"
"O_NMDA receptor antibody, blood"
"Serum transferrin receptor, blood"
"Conjugated bilirubin level, blood"
"CD3 T cell percentage"
"O_Conjugated bilirubin level, blood"
"Acetylcholine receptor Ab level, blood"
"O_Bone marrow aspirate exam"
"O_Acetylcholine receptor Ab level, blood"
"Hyaluronic acid level, serum"
"gp210 antibody by Immunoblot"
"Creatinine level (referral lab), urine"
"O_CA-19-9 level, fluid"
"CA-19-9 level, fluid"
"Candida Ab level, blood"
"Bet v 1 birch t215 IgE level, blood"
"Cystatin C level, blood"
"O_Cystatin C level, blood"
"O_Leucocyte immunophenotyping, blood"
"Lupine seed IgE level, blood"
"Lymphocyte %, blood"
"O_Lupine seed IgE level, blood"
"Leucocyte immunophenotyping, blood"
"O_Gastric parietal cell Abs, blood"
"Holotranscobalamin, blood"
"O_Farm birds feather mix IgE level,blood"
"Troponin I"
"Tryptase level, blood"
"Glucose level 0min, plasma"
"O_Tryptase level, blood"
"Amikacin level, blood"
"O_Amikacin level, blood"
"% PT normal plasma correction, blood"
"Aldosterone level 0min, plasma"
"CD4 TReg Cells, blood"
"Lymphocyte count, blood"
"CA-125 level, blood"
"Rheumatoid factor, blood"
"CALC Haemoglobin"
"CD19 B cells count"
"O_Rheumatoid factor, blood"
"O_CA-125 level, blood"
"Timothy grass IgE level, blood"
"O_Haemophilus influenzae B Ab levelblood"
"O_Timothy grass IgE level, blood"
"Bet v 2 birch t216 IgE level, blood"
"IgM Kappa Heavy Chain Measurement, blood"
"Iohexol half life"
"Day 3 Cortisol level, serum"
"Rat mix IgE level, blood"
"Haematocrit level, blood"
"Occult blood detection, faeces"
"O_Lupus anticoagulant screen, blood"
"O_Occult blood detection, faeces"
"O_IgG subclasses level, blood"
"Creatinine level, dialysate"
"O_Creatinine level, dialysate"
"O_Anti-factor Xa, blood"
"O_Glucagon level, blood"
"O_ACTH level 60min,blood"
"cLAC (BG)"
"Nitrites Urine Dipstick"
"RET-He"
"Mean cell volume"
"Potassium"
"Lactate"
"O_Interferon gamma release, blood"
"Vitamin E:lipid ratio"
"Alkaline phosphatase"
"APTT 50:50 mix, blood"
"O_APTT 50:50 mix, blood"
"Growth hormone level 90min, serum"
"Growth hormone level 30min, serum"
"Cortisol level 15min, serum"
"Hct (BG)"
"Infliximab Serum-Drug level, blood"
"Bet v 6 birch t225 IgE level, blood"
"O_Glucose level, blood"
"Anti-neutrophil cytoplasmic Ab, blood"
"O_Platelet aggregation, blood"
"Tr, CSF"
"Methaemoglobin level, blood"
"CALC LDL"
"Haemoglobin"
"G6PD level, blood"
"O_G6PD level, blood"
"O_Vancomycin level, blood"
"Glutamic acid decarboxylase Ab, blood"
"O_Glutamic acid decarboxylase Ab, blood"
"Valproate level, blood"
"Phospholipase A2 Ab, Blood"
"Urate level, urine"
"O_Valproate level, blood"
"O_Urate level, urine"
"CV2/CRMP5, CSF"
"ACTH level 0min, plasma"
"CEA level, blood"
"O_CEA level, blood"
"Ri (blot), CSF"
"Insulin IgG Ab level, blood"
"O_Insulin IgG Ab level, blood"
"Mouse IgE level, blood"
"Alpha-fetoprotein level, blood"
"O_Alpha-fetoprotein level, blood"
"Apixaban level, blood"
"Titin Abs, blood"
"Cortisol level 60min, serum"
"Phytanic acid level, plasma"
"Thiopentone level, blood"
"O_Growth hormone level 30min, blood"
"O_PML-RARA gene screen, blood"
"Chromogranin A level"
"PML-RARA gene screen, blood"
"Creat (BG)"
"Glucose level 120min, plasma"
"rApi m1 bee i208 IgE level, blood"
"Renin level 0min, plasma"
"O_Growth hormone level 90min, blood"
"Cryoglobulin type, blood"
"O_Caffeine level, blood"
"Gamma-glutamyl transpeptidase, blood"
"O_Gamma-glutamyl transpeptidase, blood"
"CALC Base Excess"
"Methotrexate level, blood"
"O_Methotrexate level, blood"
"Dabigatran level, blood"
"Chloride"
"O_Cholesterol level, blood"
"vWF Protease Inhibitor, blood"
"Alder pollen IgE, blood"
"ANA pattern titre, blood"
"Urea"
"O_Prolactin level, blood"
"Islet cell Ab level, blood"
"Albumin"
"O_Islet cell Ab level, blood"
"Neutrophil function by flow cytometry"
"Day 1 Cortisol level, serum"
"Apolipoprotein B level, blood"
"O_Apolipoprotein B level, blood"
"O_Other specific IgE (RAST) test"
"Bet v 4 birch t220 IgE level, blood"
"Platelet ATP, blood"
"Insulin level 0min, blood"
"pO2 ABG"
"Cortisol level 90min, serum"
"O_Cortisol level 45min, blood"
"Amylase"
"Total protein level, blood"
"Total IgE level, blood"
"O_Haemoglobinopathy screen, blood"
"Chilli pepper IgE level, blood"
"Haemoglobinopathy screen, blood"
"O_Chilli pepper IgE level, blood"
"Non-HDL"
"Vitamin E level, serum"
"O_Parrot Ab level, blood"
"Black olive IgE level, blood"
"O_Black olive IgE level, blood"
"O_ACTH level 120min,blood"
"Cholesterol:HDL ratio, blood"
"Iohexol GFR"
"Cortisol level 240min, serum"
"Transferrin Saturation"
"High molecular weight kininogen, blood"
"Glucose (BG)"
"CRP"
"Myelin oligodendrocyte (MOG) ab, serum"
"Live cell NMDA receptor antibody, blood"
"Ri Ab level, CSF"
"Ganglionic AChR antibody, blood"
"Meningococcal C Ab level, blood"
"BE Act (BG)"
"Cortisol level, serum"
"Dog dander IgE, blood"
"Absolute Monocytes"
"O_Dog dander IgE, blood"
"Bilirubin"
"O_Thyroglobulin Ab level, blood"
"Potassium level 240min, blood"
"O_Pristanic acid level, blood"
"Blood (dipstick), urine"
"Mixed moulds IgE level, blood"
"O_Vitamin B6 level, blood"
"O_Mixed moulds IgE level, blood"
"CD4 Central Memory T Cells, blood"
"Nut mix FX22 IgE level, blood"
"Metadrenaline level, plasma"
"O_Cortisol level 30min, blood"
"O_Haemoglobin S genotype screen, blood"
"Cl- (BG)"
"Mitochondrial Ab level, blood"
"Fat level, faeces"
"Endomysial IgG Ab level, blood"
"Rivaroxaban level, blood"
"O_Fat level, faeces"
"IgH gene rearrangement screen, blood"
"Ca+ + (BG)"
"C26:C22 ratio serum level, blood"
"CD8 Central Memory T Cells, blood"
"Honey IgE level, blood"
"O_Honey IgE level, blood"
"Bilirubin Urine Dipstick"
"Brain natriuretic peptide level, blood"
"O_Brain natriuretic peptide level, blood"
"O_Cortisol level 60min, blood"
"Vitamin D2 level, blood"
"FIO2"
"Absolute Eosinophils"
"O_Insulin level, blood"
"GABA(a)R antibody, blood"
"% APTT normal plasma correction"
"INR Therapeutic range"
"CALC Saturated O2"
"Ferret IgE level, blood"
"O_Ferret IgE level, blood"
"Vitamin D level, blood"
"O_Vitamin D level, blood"
"Hepcidin level, serum"
"Sodium level 0min, blood"
"F-Actin antibody by Immunoblot"
"Alpha-1-antitrypsin genotype, blood"
"CALC Bicarbonate"
"O_Ganglionic Achr Abs, blood"
"Urea level 0min, blood"
"Switched memory (IgD- CD27+) - % B cells"
"Total cholesterol level, blood"
"O_Total cholesterol level, blood"
"Digoxin level, blood"
"O_Digoxin level, blood"
"Bee venom IgE level, blood"
"O_Bee venom IgE level, blood"
"Fish mix FX2 IgE level, blood"
"O_Cortisol level 90min, blood"
"O_Cortisol level 240min, blood"
"SLA/LP antibody by Immunoblot"
"Food mix FX5 IgE level, blood"
"CD8 T cell count"
"ANA Titre, Blood"
"Absolute Basophils"
"Na+ (BG)"
"O_Vitamin E level, blood"
"Omega-5 Gliadin IgE level, blood"
"Growth hormone level 60min, serum"
"Vitamin A level, blood"
"O_Vitamin A level, blood"
"Amyloid level, Serum"
"Prothrombin time 50:50 mix, blood"
"Cortisol level 120min, serum"
"O_ANCA screen, blood"
"vWF activity level, blood"
"O_Cytospin, CSF"
"O_vWF activity level, blood"
"Ristocetin cofactor assay, blood"
"Mutton IgE level, blood"
"O_Mutton IgE level, blood"
"O_Growth hormone level 60min, blood"
"Platelet genetics full sequencing Band 3"
"Paracetamol level, blood"
"O_Paracetamol level, blood"
"ADP platelet agglutination, blood"
"O_Complement function, blood"
"IgG Lambda Heavy Chain Measurement, bloo"
"Insulin level 120min, blood"
"Gentamicin timing,blood"
"O_Glucose level 90min, blood"
"O_Mitochondrial Abs, blood"
"C24:C22 ratio serum level, blood"
"Pneumococcal serotype S14 antibody"
"Jo-1 Ab level, blood"
"O_PNH cell marker analysis, blood"
"Red blood cell vitamin B1, blood"
"Band forms count, blood"
"Ristocetin 1.2 mg/ml, blood"
"Dexamethasone level(Overnight Dex Supp)"
"O_Growth hormone level 150min, blood"
"pO2 (BG)"
"Growth hormone level, serum"
"Factor IX level, blood"
"O_Paraneoplastic Ab level, blood"
"Ristocetin 0.6 mg/ml, blood"
"O_Factor IX level, blood"
"O_Glucose level 60min, blood"
"Growth hormone level 150min, serum"
"Chromogranin B level, blood"
"P3NP level, serum"
"Suxamethonium IgE level, blood"
"O_Suxamethonium IgE level, blood"
"PO2"
"Total protein"
"O_Sickle cell screen, blood"
"nGal d 1 ovomucoid f233 IgE level, blood"
"O_Porphyrin screen, blood"
"Urine period"
"Cortisol level 0min, serum"
"AMPA2 receptor antibody"
"Factor VIII inhibitor level, blood"
"O_Factor VIII inhibitor level, blood"
"Creatinine level 0min, blood"
"Platelet genetics full sequencing Band 1"
"Platelet genetics full sequencing Band 2"
"Factor XIII level, blood"
"O_Factor XIII level, blood"
"O_Thyroid function, blood"
"Fibrinogen level, blood"
"CD4 T cell count"
"O_Fibrinogen level, blood"
"Pneumococcal serotype S6B antibody"
"O_Growth hormone level 120min, blood"
"Parathyroid hormone level, plasma"
"Glucose"
"Sodium"
"O_Full Blood Count"
"O2 Sat (BG)"
"Anti-Mullerian hormone level, serum"
"Lymphocyte function test, flow cytometry"
"Myelin oligodendrocyte (MOG) ab, CSF"
"Quail serum proteins IgG antibodies"
"Nut mix IgE level, blood"
"O_Nut mix IgE level, blood"
"O_Platelet nucleotides, blood"
"Growth hormone level 120min, serum"
"Growth hormone level 240min, serum"
"Plasmablasts %, blood"
"Factor IX sequencing, blood"
"Other bird serum proteins IgG antibodies"
"O_Aminophylline level, blood"
"Fixed cell NMDA receptor antibody, blood"
"Total CO2"
"ADAMTS13 activity, blood"
"Ovarian Ab level, blood"
"O_Phytanic acid level, blood"
"Factor VIII Inhibitor screen, blood"
"O_Factor VIII Inhibitor screen, blood"
"Rare Inherited Anaemia panel"
"APTT inhibitor screen,blood"
"Progesterone screen, blood"
"O_Progesterone screen, blood"
"ELF Score, serum"
"AML MRD"
"Mixed trees IgE level, blood"
"O_Hen (serum) antibodies, blood"
"O_Iron level, blood"
"IgA Lambda Heavy Chain Measurement, bloo"
"O_Glucose level 120min, blood"
"LGI1 antibody, CSF"
"Pemphigoid Ab level, blood"
"50:50 normal plasma DRVVT, blood"
"nGal d 2 ovalbumin f232 IgE level, blood"
"O_Fat globules detection, faeces"
"Immunoglobulin G level, blood"
"dsDNA Ab level, blood"
"O_Testosterone level, blood"
"O_Immunoglobulin G level, blood"
"O_dsDNA Ab level, blood"
"Tr Abs, blood"
"Cortisol level (Overnight Dex Supp Test"
"Factor XII level, blood"
"Grass pollen IgE level, blood"
"Aubergine IgE level, blood"
"O_Factor XII level, blood"
"O_Aubergine IgE level, blood"
"PRP platelet count, blood"
"K+ (BG)"
"Glycated haemoglobin reference, blood"
"Pneumococcal serotype S18C antibody"
"Tree mix tx8 IgE level, blood"
"Collagen platelet agg, whole blood"
"Ristocetin 1.25 mg/ml level, blood"
"CD40L (Hyper IgM) Assay"
"Factor XIII sequencing, blood"
"Red blood cell count, blood"
"ABL transcript ratio ratio, blood"
"P53 sequencing, blood"
"Linseed IgE level, blood"
"O_Linseed IgE level, blood"
"IgM Lambda Heavy Chain Measurement, bloo"
"Factor IX Post dose level"
"O_Factor XIII screen, blood"
"Cardiac muscle Ab level, blood"
"O_Cardiac muscle Ab level, blood"
"O_Cortisol level 120min, blood"
"CD19 B cells percentage"
"Heparin Assay"
"Grass mix GX1 IgE level, blood"
"O_Factor VIII level, blood"
"O_Adrenocorticotrophic hormone, blood"
"Factor VIII level, blood"
"Haemoglobinopathy interpretation"
"Pneumococcal serotype S19A antibody"
"Myeloid panel"
"Leucocyte immunophenotyping interp"
"Sox-1 Abs, blood"
"Chol/HDL"
"Absolute Lymphocytes"
"O_Cortisol level 0min, blood"
"Dihydrotestosterone, blood"
"Potassium level 0min, blood"
"Growth hormone level 0min, serum"
"Unswitched memory (IgD+ CD27+), blood"
"O_Dihydrotestosterone, blood"
"Cholesterol"
"Bcr-abl gene level, blood"
"Ristocetin 0.5 mg/ml level, blood"
"O_Bcr-abl gene level, blood"
"U-snRNP Ab level, blood"
"Arachidonic acid plat agg, blood"
"AMA-M2 antibody by Immunoblot"
"CASPR2 antibody, CSF"
"Adalimumab Anti-Drug Ab, blood"
"Iron panel"
"CD8 Term. Diff. T Cells, blood"
"Oestradiol level, serum"
"O_Cortisol level, blood"
"O_Growth hormone level 180min, blood"
"O_Cytochemistry, specimen"
"Cytochemistry, specimen"
"Cryocrit, blood"
"IgA Ab level, blood"
"CD4 Term. Diff. T Cells, blood"
"O_IgA Ab level, blood"
"CD8 T cell percentage"
"Pneumococcal serotype S19F antibody"
"Pneumococcal serotype S7F antibody"
"Factor IX Inhibitor screen"
"Emicizumab level, blood"
"50:50 NP DRVVT correction, blood"
"O_Factor IX Inhibitor screen"
"50:50 normal plasma PTT-LA, blood"
"Factor VIII full sequencing"
"Growth hormone level 180min, serum"
"Haemoglobin A1c DCCT aligned, blood"
"O_Pneumococcal IgG level, blood"
"Factor XI level, blood"
"O_Factor XI level, blood"
"MuSK abs IIF, blood"
"Zic-4, CSF"
"Animal mix EX1 IgE level, blood"
"Pneumococcal serotype S23F antibody"
"Pneumococcal serotype S4 antibody"
"O_Sweat screen, sweat"
"Pituitary Ab level, blood"
"O_Pituitary Ab level, blood"
"Animal (rodent) mix EX70 IgE level"
"Pneumococcal serotype S9V antibody"
"O_Thalassaemia screen, blood"
"Transitional B cells %, blood"
"O_Renal profile, blood"
"Factor VIII inhibitor porcine, blood"
"CD4 T cell percentage"
"Caeruloplasmin level, blood"
"O_Caeruloplasmin level, blood"
"Factor V sequencing, blood"
"TSH receptor Ab level, blood"
"O_Malarial parasite screen, blood"
"O_TSH receptor Ab level, blood"
"Red blood cell vitamin B2, blood"
"Factor X sequencing, blood"
"Mean cell haemoglobin conc, blood"
"Absolute Neutrophils"
"Total white cell count, blood"
"DRVVT correction, blood"
"Heparin Induced Thrombocytopenia, Blood"
"Other haematology test result"
"Conductivity level, sweat"
"vWF plt-type, blood"
"DPPX Antibodies, CSF"
"Jak-2 Exon 12 by HRM, blood"
"HDL cholesterol level, blood"
"Temperature POCT"
"pO2(T)c"
"O_HDL cholesterol level, blood"
"O_Liver function screen, blood"
"O_Blood film microscopy"
"Blood film microscopy"
"O_Growth hormone level, blood"
"LKM-1 antibody by Immunoblot"
"Growth hormone level 210min, serum"
"Malaria Ag screen, blood"
"O_CD4 immune monitoring, blood"
"Factor VII level, blood"
"O_Factor VII level, blood"
"CALC Total CO2"
"Low Affinity MUSK Receptor Antibodies"
"Immunoglobulin M level, blood"
"DRVVT ratio, blood"
"O_Immunoglobulin M level, blood"
"Acetylcholine receptor abs IIF, blood"
"Salmonella typhi IgG antibodies"
"La Ab level, blood"
"O_Beta-thalassaemia screen, blood"
"White blood cell count, blood"
"Anti-nuclear Ab level (Hep-2), blood"
"O_Anti-nuclear Ab level (Hep-2), blood"
"Beta-interferon neutralising antibody"
"Mean cell haemoglobin level, blood"
"O_Clotting screen, blood"
"O_Neutrophil function screen, blood"
"HDL"
"Prostate specific Ag, blood"
"O_Prostate specific Ag, blood"
"Collagen/epinephrine platelet fnc, blood"
"Diphtheria Ab level, blood"
"Red cell count"
"ENA antibody screen, blood"
"Alanine transferase"
"Bcr-abl multiplex, blood"
"CV2/CRMP5 Abs, blood"
"O_Ovarian antibodies, blood"
"Blood Glucose POC"
"Pneumococcal serotype S1 antibody"
"Adrenaline 2 umol level, blood"
"Coriander IgE level, blood"
"O_Coriander IgE level, blood"
"Factor IX carrier gene sequencing, blood"
"O_Parathyroid hormone level, blood"
"hCG level, blood"
"O_hCG level, blood"
"Ferroportin Sequencing"
"Pneumococcal total IgG antibodies, blood"
"Factor VII sequencing, blood"
"PLGF level, serum"
"Factor V level, blood"
"O_Factor V level, blood"
"Factor VIII binding level, blood"
"Hb (BG)"
"Factor VIII Timed level"
"Infliximab Anti-Drug Ab, blood"
"Warfarin Dose Next Test"
"Pneumococcal serotype S5 antibody"
"Split Skin Immunofluorescence, Blood"
"O_Immunoglobulin E level, blood"
"Janus kinase 2 mol detection, blood"
"Factor VIII Post dose level"
"O_Janus kinase 2 mol detection, blood"
"Sugar chromatography, faeces"
"Factor IX Timed level"
"Urgent PR3 Antibody"
"50:50 normal plasma incubated mix, blood"
"Luteinising hormone level, serum"
"Haemochromatosis gene screen, blood"
"O_Haemochromatosis gene screen, blood"
"Infectious mononucleosis screen, blood"
"O_Oestradiol level, blood"
"Red blood cell vitamin B6, blood"
"O_Infectious mononucleosis screen, blood"
"Bicarb (BG)"
"Prekallikrein assay, blood"
"Bcr-abl by TKD, blood"
"Antithrombin sequencing, blood"
"Citrated platelet count"
"Sox-1, CSF"
"50:50 normal plasma stat mix, blood"
"Risk of AKI"
"Procollagen 1 amino peptide"
"Antithrombin III activity, blood"
"O_Procollagen 1 amino peptide"
"O_Pneumococcal serotype antibodies, bloo"
"O_Antithrombin III activity, blood"
"NT-proBNP level, serum"
"Thyroid peroxidase Ab level, blood"
"O_Thyroid peroxidase Ab level, blood"
"Bcr-abl:abl ratio, blood"
"vWF Ag, blood"
"O_vWF Ag, blood"
"Factor XI full sequence, blood"
"cN-1A antibody (immunoblot), blood"
"zzC-reactive protein level, blood"
"Factor VIII genetics, blood"
"Pneumococcal serotype S3 antibody"
"LC-1 antibody by Immunoblot"
"Estimated GFR, blood"
"Factor IX prenatal diagnosis, blood"
"D-dimer, blood"
"O_D-dimer, blood"
"c-KIT-Cd 816, blood"
"Fibrinogen alpha gene, blood"
"Immature Platelet Fraction(IPF)"
"Fibrinogen beta gene, blood"
"Alternative complement pathway function"
"P53 detection by HRM, blood"
"Immunoglobulin A level, blood"
"O_Immunoglobulin A level, blood"
"SFLT/PLGF ratio, serum"
"M2-3E (BPO) antibody by Immunoblot"
"Erythropoetin level, blood"
"O_Erythropoetin level, blood"
"O_Luteinising hormone level, blood"
"Factor X level, blood"
"O_Factor X level, blood"
"TSH, blood spot"
"Ro52 antibody by Immunoblot"
"IA2 (Islet antigen 2) antibody, blood"
"Warfarin Dose Stop Days"
"Immunology test not done"
"FLT3-ITD, blood"
"BP230 Antibodies, Blood"
"Factor VII carrier gene sequencing, blood"
"Fibrinogen gamma gene, blood"
"Influenza B Ag POCT"
"TCR delta"
"Inversion 16 copy number, blood"
"Ro52 antibodies by Immunoblot"
"NXP2 antibody (immunoblot), blood"
"ABL transcript ratio"
"Vitamin K1 epoxide level, blood"
"O_FSH level, blood"
"Parathyroid Ab level, blood"
"O_Parathyroid Ab level, blood"
"LGI1 antibody, serum"
"O_Inversion 16 screen, blood"
"Factor IX MLPA, blood"
"O_NT-proBNP level, blood"
"O_Thrombophilia screen, blood"
"White Cell Count"
"Haemoglobinopathy conclusion"
"Paraprotein Ig level, blood"
"Prothrombin 20210 gene screen, blood"
"O_Prothrombin 20210 gene screen, blood"
"O_Fms related tyrosine kinase 3, blood"
"FSH level, serum"
"Influenza A Ag POCT"
"BP180 Antibodies, Blood"
"DSG3 Antibodies, Blood"
"Factor XI carrier gene sequencing, blood"
"Time in range"
"Specific IgE referred A"
"O_Pemphigus/pemphigoid screen, blood"
"DSG1 Antibodies, Blood"
"Ri Abs (blot), blood"
"Platelet genetics carriers"
"1 Lab Order Aliases"
"Ro52 Ab level, blood"
"Factor V leiden genotype, blood"
"Copeptin level, serum"
"O_Factor V leiden genotype, blood"
"O_Tetanus IgG level, blood"
"Low Affinity Acetylcholine Receptor Anti"
"Zic-4 Abs, blood"
"O_Bone profile, blood"
"6--MMPN"
"Factor II level, blood"
"vWF sequence, blood"
"Thymic Emigrant Cells, blood"
"Factor VIII MLPA blood"
"SFLT level, serum"
"Ri Ab level, blood"
"Specific IgE referred B"
"PML-RARA copy number"
"Specific IgE referred C"
"Specific IgE referred D"
"Antithrombin MLPA, blood"
"Mean cell haemoglobin"
"TIMP-1 level, serum"
"Sm Ab level, blood"
"Scl-70 Ab level, blood"
"SBA assay"
"Alpha-2 antiplasmin level, blood"
"Save sample Chemistry"
"O_Save sample Chemistry"
"SAE1 antibody (immunoblot), blood"
"Haemochromitosis sequence, blood"
"p5Oc (BG)"
"CTx level, plasma"
"ISAC, Blood"
"Double Negative T Cells"
"O_Other Immunology test"
"Factor VIII intron 1, blood"
"Ro Ab level, blood"
"Tetanus Ab level, blood"
"CASPR2 antibody, Serum"
"O_M Faeni antibodies, blood"
"Other Immunology test result"
"M Faeni IgG antibodies, blood"
"DPPX Antibodies, Blood"
"Other Neuroimmunology tests"
"Factor VIII intron 22, blood"
"pH(T)c"
"ABL copy number"
"Pemphigus Ab level, blood"
"Ro60 Ab level, blood"
"Fluores. in-situ hybridisation, blood"
"Classical complement pathway function"
"O_Calculus screen"
"RNP Ab level, blood"
"Respiratory syncytial virus POCT"
"Haematology POC analyser"
"EGFR Mutation Analysis"
"Basal ganglia antibody"
"TB Quantiferon assay"
"AML-ETO copy number, blood"
"Influenza POCT"
"Haematologist film interpretation"
"Minimal Residual Disease Target %"
"FLT3 D835 TKD, blood"
"Haemoglobinopathy PND, blood"
"BCR-ABL:ABL IS %"
"Biochemistry POC Analyser"
"NPM1 copy number"
"Somatic hypermutation, blood"
"ABL control"
"Absolute mixed"
"Haemojuvelin Sequence"
"Other biochemistry test Special result"
"BE Std (BG)"
"Urgent MPO Antibody"
"HMGCoAR antibody"
"LRP4 Antibodies"
"COVID-19 Ag POCT"
"bhCG"
"6-TGN"
"TB Elispot IGRA"
"Mannan"
